Gene	SRR6080007	SRR6080008	SRR6080009	SRR6080012	SRR6080013	SRR6080014
AT1G01010	47.648453805514194	46.108102799074075	37.24175385473069	103.12140403307649	88.91694340334998	77.90791444008028
AT1G01020	265.09986283885496	281.89540791489753	146.52521369117164	262.73458715287126	249.55565301900165	342.6575320654639
AT1G01030	198.70498446662864	228.74685403922703	263.43476804882914	71.76178832714623	82.80298850711497	87.4149005470977
AT1G01040	729.5787329016813	909.1983763535759	669.6566383289304	1438.020979468138	1334.999130392047	1415.492779823103
AT1G01046	5.9700141417059935	4.006913757846636	0.9863889230547859	14.055782485021592	9.05656846125783	19.134529186339442
AT1G01050	1358.9901680176483	1378.571307679055	1160.1280941947853	1338.5046030535727	1206.7742267999392	1307.1443108252915
AT1G01060	887.1951848124987	976.8415966328654	1618.2642103169756	505.2909206053271	1516.0812465964927	1247.7263334799677
AT1G01070	126.62152523234091	172.8496527593166	164.12699188041645	443.84217510337413	268.68904077758435	358.0980431711095
AT1G01080	1862.5830070838826	1866.4839399781933	1570.4939068796657	1272.6373921917739	1392.3172822224763	1389.0330720088757
AT1G01090	5908.104848955578	5101.28661334962	6100.2470997846485	3968.6189623119726	4319.658156880701	4402.660509919427
AT1G01100	5331.941090738034	5845.792411626093	5901.381077925405	3466.0639718107745	3239.7178655997886	3577.856241347333
AT1G01110	52.48775597189171	92.58463427782476	76.79188199159285	148.57184040088526	77.51045623876672	158.24091843926678
AT1G01120	1699.1256674791196	1653.561244977199	1547.2253677464832	786.5790820281455	1087.7639552876408	809.0193377498972
AT1G01130	20.254280400072734	22.92066110592873	32.085106335967076	29.586857732972714	34.182810548775635	34.827181877258575
AT1G01140	860.5472665557741	1014.5483721143856	854.675713611995	1665.3962193942857	1663.2863185123422	1343.855421147613
AT1G01150	2.080146345070566	4.8594410602624185	4.988811537688764	8.846516371622242	2.086844278656662	7.8058102847900965
AT1G01160	580.1459563683593	700.093381643639	609.3980231248917	796.4658383666176	674.5858338247159	691.3544089154218
AT1G01170	836.153591437043	943.326164012438	834.5238677800667	845.7954965020532	743.3304937181979	863.5953429317628
AT1G01180	195.82257783045978	193.18881927604914	212.69141004833412	268.86814627260435	344.63706932765956	323.1888564737907
AT1G01183	0.4975002267039653	0	0	0	0	0
AT1G01190	177.86231175504668	174.81041418888643	222.71191182557052	95.5729028086987	66.01192315946064	43.229041469145024
AT1G01200	26.44662670520665	25.604458667844572	24.750969996574067	36.99878936874798	30.905819161544624	30.005034599893968
